region,latitude,longitude,price_czk,area_m2,vlastnictvi,energ_stitek,dist_vecerka_m,dist_obchod_m,dist_tram_m,dist_metro_m,dist_bus_mhd_m,url,construction,condition,floor,city,district,heating,rooms,kitchen,price_per_m2
Hlavní město Praha,50.02570667,14.43773417,9390000.0,78,1,1.0,244.0,401.0,2171.0,2144.0,239.0,https://www.sreality.cz/detail/prodej/byt/3+1/praha-branik-nad-lesnim-divadlem/2618085452,Panelová,5.0,11.0,Praha, Praha 4,,3.0,1.0,120384.61538461539
Hlavní město Praha,50.127871,14.407235,9390000.0,69,1,6.0,674.0,428.0,2029.0,3064.0,418.0,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-troja-u-pentlovky/133816396,Panelová,3.0,5.0,Praha, Praha 8,Centrální dálkové,3.0,0.0,136086.95652173914
Hlavní město Praha,50.094381,14.465534,9390000.0,63,1,6.0,1207.0,897.0,368.0,334.0,400.0,https://www.sreality.cz/detail/prodej/byt/3+1/praha-karlin-u-sluncove/2569650252,Panelová,2.0,5.0,Praha, Praha 8,,3.0,1.0,149047.61904761905
Hlavní město Praha,50.05826501,14.5419864,9390000.0,47,1,6.0,669.0,1230.0,539.0,2684.0,100.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-hostivar-arnosta-stanka/3417624652,Cihlová,7.0,4.0,Praha, Praha 10,Ústřední dálkové,2.0,0.0,199787.2340425532
Plzeňský kraj,49.697528,13.414481,9390000.0,108,1,5.0,850.0,797.0,3134.0,,160.0,https://www.sreality.cz/detail/prodej/byt/4+kk/plzen-cernice-veska/2990772300,Cihlová,5.0,1.0,Plzeň,Černice,Kotel na tuhá paliva,4.0,0.0,86944.44444444444
Pardubický kraj,50.03806703,15.77223885,9390000.0,115,1,3.0,188.0,218.0,,,148.0,https://www.sreality.cz/detail/prodej/byt/4+1/pardubice-zelene-predmesti-sladkovskeho/1287094348,Cihlová,4.0,4.0,Pardubice,Zelené Předměstí,"Plynový kotel, Ústřední dálkové",4.0,1.0,81652.17391304347
Jihomoravský kraj,49.2464038,16.5827597,9390000.0,73,1,5.0,254.0,1802.0,252.0,,117.0,https://www.sreality.cz/detail/prodej/byt/3+kk/brno-reckovice-merickova/3026878540,Cihlová,4.0,3.0,Brno,Řečkovice,,3.0,0.0,128630.13698630137
Hlavní město Praha,50.03835912,14.33318069,9390000.0,53,1,1.0,488.0,399.0,2099.0,688.0,173.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-stodulky-rotavska/119914572,Smíšená,5.0,3.0,Praha, Praha 5,,2.0,0.0,177169.81132075473
Hlavní město Praha,50.0442321,14.32252805,9390000.0,81,1,4.0,204.0,122.0,2231.0,147.0,135.0,https://www.sreality.cz/detail/prodej/byt/3+1/praha-stodulky-neustupneho/3697721420,Panelová,5.0,2.0,Praha, Praha 5,Ústřední dálkové,3.0,1.0,115925.92592592593
Olomoucký kraj,49.59784194,17.23473673,9392000.0,79,1,6.0,92.0,672.0,248.0,,132.0,https://www.sreality.cz/detail/prodej/byt/4+kk/olomouc-nova-ulice-trida-jiriho-pelikana/665825356,Smíšená,9.0,1.0,Olomouc,Nová Ulice,,4.0,0.0,118886.07594936709
Jihočeský kraj,49.007019,14.543644,9395000.0,95,1,7.0,1548.0,3476.0,,,131.0,https://www.sreality.cz/detail/prodej/byt/4+kk/hury-hury-/2406604876,Dřevostavba,7.0,1.0,Hůry, České Budějovice,Tepelné čerpadlo,4.0,0.0,98894.73684210527
Hlavní město Praha,50.1055808,14.48938547,9395000.0,52,1,6.0,171.0,179.0,138.0,269.0,205.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-liben-drahobejlova/315019852,Smíšená,8.0,5.0,Praha, Praha 9,Centrální dálkové,2.0,0.0,180673.07692307694
Hlavní město Praha,50.0576686,14.5609686,9395000.0,57,1,7.0,259.0,1414.0,1768.0,3768.0,18.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-dolni-mecholupy-kutnohorska/2800386892,Cihlová,7.0,3.0,Praha, Praha 10,Podlahové vytápění,2.0,0.0,164824.56140350876
Hlavní město Praha,50.08466346,14.43182341,9396000.0,26,1,1.0,226.0,432.0,84.0,216.0,132.0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-nove-mesto-jeruzalemska/2276376652,Cihlová,4.0,4.0,Praha, Praha 1,,1.0,0.0,361384.6153846154
Hlavní město Praha,50.07333688,14.40864499,9396990.0,39,1,1.0,304.0,483.0,112.0,411.0,146.0,https://www.sreality.cz/detail/prodej/byt/1+1/praha-smichov-pechackova/3877544012,Cihlová,4.0,1.0,Praha, Praha 5,,1.0,1.0,240948.46153846153
Moravskoslezský kraj,49.86326317,18.09573446,9397279.0,103,1,6.0,232.0,3911.0,2798.0,,209.0,https://www.sreality.cz/detail/prodej/byt/4+kk/velka-polom-velka-polom-9-kvetna/4254937676,Cihlová,7.0,2.0,Velká Polom, Ostrava-město,Ústřední dálkové,4.0,0.0,91235.71844660194
Středočeský kraj,50.1515548,14.1001754,9398362.0,95,1,6.0,118.0,551.0,,,49.0,https://www.sreality.cz/detail/prodej/byt/4+kk/kladno-kladno-/1044550476,Cihlová,8.0,1.0,Kladno,Kladno,Plynový kotel,4.0,0.0,98930.12631578947
Liberecký kraj,50.73352787,15.15350439,16448250.0,91,2,7.0,325.0,562.0,653.0,,293.0,https://www.sreality.cz/detail/prodej/byt/3+kk/jablonec-nad-nisou-rynovice-za-jizdarnou/3350110284,Smíšená,7.0,4.0,Jablonec nad Nisou,Rýnovice,Tepelné čerpadlo,3.0,0.0,180750.0
Hlavní město Praha,50.0471722,14.45902315,9399900.0,55,1,5.0,272.0,784.0,944.0,601.0,109.0,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-michle-hodoninska/3273121868,Panelová,5.0,2.0,Praha, Praha 4,Centrální dálkové,3.0,0.0,170907.27272727274
Hlavní město Praha,50.04418402,14.45978766,9400000.0,78,1,2.0,183.0,749.0,1275.0,264.0,153.0,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-praha-5-kvetna/1097896012,Cihlová,4.0,3.0,Praha, Praha 4,,3.0,0.0,120512.82051282052
Jihomoravský kraj,49.22295647,16.75150479,9400000.0,97,1,1.0,371.0,,4617.0,,73.0,https://www.sreality.cz/detail/prodej/byt/2+kk/mokra-horakov-mokra-horakov-/3364544588,Cihlová,5.0,1.0,Mokrá-Horákov, Brno-venkov,"Plynový kotel, Krbová kamna",2.0,0.0,96907.21649484536
Hlavní město Praha,50.01926619,14.5822403,9400000.0,57,1,6.0,1271.0,1503.0,4943.0,4079.0,179.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-pitkovice-zampionova/2882810700,Smíšená,8.0,3.0,Praha, Praha 10,Plynový kotel,2.0,0.0,164912.28070175438
Hlavní město Praha,50.10187842,14.4500019,9400000.0,58,1,3.0,303.0,1548.0,271.0,636.0,124.0,https://www.sreality.cz/detail/prodej/byt/1+1/praha-holesovice-tusarova/4148146252,Cihlová,2.0,2.0,Praha, Praha 7,Lokální plynové,1.0,1.0,162068.9655172414
Hlavní město Praha,50.01868398,14.4459833,9400000.0,77,1,4.0,326.0,1193.0,1373.0,2679.0,158.0,https://www.sreality.cz/detail/prodej/byt/3+1/praha-kamyk-otradovicka/2707091532,Panelová,3.0,4.0,Praha, Praha 4,,3.0,1.0,122077.92207792208
Hlavní město Praha,50.145066,14.4832898,9400000.0,75,1,6.0,151.0,1521.0,1391.0,2107.0,126.0,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-dablice-horinecka/3774030668,Skeletová,5.0,2.0,Praha, Praha 8,Ústřední dálkové,3.0,0.0,125333.33333333333
Hlavní město Praha,50.08884417,14.37540756,9400000.0,47,1,6.0,693.0,2603.0,489.0,1282.0,241.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-stresovice-na-petynce/2095186764,Skeletová,7.0,7.0,Praha, Praha 6,,2.0,0.0,200000.0
Hlavní město Praha,50.02510512,14.49127101,9400000.0,76,1,5.0,222.0,116.0,2891.0,645.0,260.0,https://www.sreality.cz/detail/prodej/byt/3+1/praha-chodov-jarnikova/1010815052,Panelová,3.0,12.0,Praha, Praha 4,Plynový kotel,3.0,1.0,123684.21052631579
Hlavní město Praha,50.02489634,14.43726969,9400000.0,65,1,5.0,150.0,374.0,2113.0,2233.0,199.0,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-branik-nemcicka/309317708,Panelová,5.0,7.0,Praha, Praha 4,,3.0,0.0,144615.38461538462
Hlavní město Praha,50.155804,14.515854,9400000.0,54,1,6.0,148.0,523.0,3633.0,3342.0,396.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-cakovice-bermanova/1840107596,Smíšená,5.0,6.0,Praha, Praha 9,Radiátory,2.0,0.0,174074.07407407407
Olomoucký kraj,49.57634358,17.24255094,9400000.0,106,1,6.0,221.0,789.0,330.0,,317.0,https://www.sreality.cz/detail/prodej/byt/3+kk/olomouc-povel-jeremiasova/3056898124,Cihlová,7.0,3.0,Olomouc,Povel,,3.0,0.0,88679.24528301887
Moravskoslezský kraj,49.83083602,18.28682499,9400000.0,89,1,5.0,305.0,65.0,211.0,,164.0,https://www.sreality.cz/detail/prodej/byt/3+kk/ostrava-moravska-ostrava-jantarova/567952204,Skeletová,5.0,6.0,Ostrava,Moravská Ostrava,Centrální dálkové,3.0,0.0,105617.97752808989
Jihočeský kraj,48.973705,14.4753941,9400000.0,90,1,1.0,52.0,108.0,,,52.0,https://www.sreality.cz/detail/prodej/byt/3+kk/ceske-budejovice-ceske-budejovice-1-karla-iv/308151116,Cihlová,4.0,3.0,České Budějovice,České Budějovice 1,Plynový kotel,3.0,0.0,104444.44444444444
Jihomoravský kraj,49.20419084,16.63067222,9404000.0,64,1,7.0,221.0,264.0,206.0,,235.0,https://www.sreality.cz/detail/prodej/byt/2+kk/brno-brno-lazaretni/2421092428,Smíšená,8.0,1.0,Brno, Brno-město,Ústřední dálkové,2.0,0.0,146937.5
Hlavní město Praha,50.10327574,14.45141827,9409500.0,31,1,4.0,346.0,1196.0,121.0,943.0,117.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-holesovice-delnicka/2098847820,Cihlová,4.0,5.0,Praha, Praha 7,,2.0,0.0,303532.2580645161
Hlavní město Praha,50.10773012,14.48226825,9414075.0,52,1,6.0,718.0,724.0,333.0,542.0,432.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-liben-nad-kolcavkou/3619205964,Smíšená,7.0,2.0,Praha, Praha 9,Radiátory,2.0,0.0,181039.90384615384
Zlínský kraj,49.43161,18.288617,9418675.0,81,1,6.0,139.0,,,,32.0,https://www.sreality.cz/detail/prodej/byt/3+kk/horni-becva-horni-becva-/1614902092,Cihlová,8.0,2.0,Horní Bečva, Vsetín,Ústřední dálkové,3.0,0.0,116279.93827160494
Hlavní město Praha,50.0150887,14.4289916,9419200.0,48,1,6.0,291.0,801.0,866.0,3531.0,262.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kamyk-imrychova/510099532,Smíšená,8.0,7.0,Praha, Praha 4,,2.0,0.0,196233.33333333334
Hlavní město Praha,50.10167971,14.57365945,15479996.0,47,2,6.0,171.0,1006.0,1918.0,813.0,212.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-cerny-most-arnosta-valenty/1689404236,Smíšená,7.0,7.0,Praha, Praha 9,,2.0,0.0,329361.6170212766
Středočeský kraj,49.95885,14.04646,9420000.0,70,1,5.0,372.0,346.0,,,177.0,https://www.sreality.cz/detail/prodej/byt/4+1/beroun-beroun-mesto-u-zidovskeho-hrbitova/1574821964,Cihlová,5.0,3.0,Beroun,Beroun-Město,,4.0,1.0,134571.42857142858
Hlavní město Praha,50.0278965,14.3635833,9422640.0,44,1,7.0,78.0,1106.0,261.0,2580.0,119.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-hlubocepy-wassermannova/964567884,Smíšená,8.0,5.0,Praha, Praha 5,,2.0,0.0,214150.9090909091
Moravskoslezský kraj,49.83164916,18.28764322,9423480.0,91,1,6.0,208.0,133.0,127.0,,99.0,https://www.sreality.cz/detail/prodej/byt/3+kk/ostrava-moravska-ostrava-k-salomounu/473887564,Skeletová,8.0,2.0,Ostrava,Moravská Ostrava,Ústřední dálkové,3.0,0.0,103554.72527472528
Jihočeský kraj,48.92372566,14.45383278,9425000.0,90,1,6.0,567.0,2118.0,,,47.0,https://www.sreality.cz/detail/prodej/byt/3+kk/vcelna-vcelna-/1160478796,Cihlová,7.0,1.0,Včelná, České Budějovice,Elektrokotel,3.0,0.0,104722.22222222222
Jihomoravský kraj,49.20402294,16.60468951,9425000.0,80,1,3.0,73.0,361.0,154.0,,322.0,https://www.sreality.cz/detail/prodej/byt/3+1/brno-veveri-cihlarska/1702412364,Cihlová,3.0,5.0,Brno,Veveří,Radiátory,3.0,1.0,117812.5
Hlavní město Praha,50.0150887,14.4289916,9430400.0,48,1,6.0,291.0,801.0,866.0,3531.0,262.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kamyk-imrychova/157777996,Smíšená,8.0,8.0,Praha, Praha 4,,2.0,0.0,196466.66666666666
Hlavní město Praha,50.09259197,14.47968408,9435600.0,52,1,1.0,889.0,1359.0,104.0,1205.0,79.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-na-hlidce/2608783436,Cihlová,5.0,4.0,Praha, Praha 3,Ústřední dálkové,2.0,0.0,181453.84615384616
Hlavní město Praha,50.02614507,14.49114222,9440000.0,75,1,5.0,298.0,137.0,2776.0,530.0,221.0,https://www.sreality.cz/detail/prodej/byt/3+1/praha-chodov-jarnikova/2378014796,Panelová,5.0,7.0,Praha, Praha 4,Ústřední dálkové,3.0,1.0,125866.66666666667
Jihomoravský kraj,49.10144442,16.3775192,9440000.0,107,1,6.0,667.0,554.0,,,333.0,https://www.sreality.cz/detail/prodej/byt/4+kk/ivancice-ivancice-/3132560204,Cihlová,7.0,1.0,Ivančice, Brno-venkov,Tepelné čerpadlo,4.0,0.0,88224.29906542056
Hlavní město Praha,50.06374,14.464877,9440000.0,43,1,7.0,487.0,493.0,478.0,1725.0,109.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vrsovice-kreslicka/2504114252,Skeletová,7.0,5.0,Praha, Praha 10,Ústřední plynové,2.0,0.0,219534.88372093023
Plzeňský kraj,49.74475268,13.38864332,9440193.0,93,1,7.0,220.0,947.0,179.0,,64.0,https://www.sreality.cz/detail/prodej/byt/3+kk/plzen-vychodni-predmesti-sumavska/1561682764,Smíšená,7.0,2.0,Plzeň,Východní Předměstí,,3.0,0.0,101507.45161290323
Zlínský kraj,49.463717,17.982183,9440364.0,86,1,6.0,846.0,2323.0,,,671.0,https://www.sreality.cz/detail/prodej/byt/3+kk/valasske-mezirici-valasske-mezirici-stepanov/2911608908,Cihlová,8.0,5.0,Valašské Meziříčí, Vsetín,Ústřední dálkové,3.0,0.0,109771.67441860466
Středočeský kraj,50.3486466,14.4823107,9445000.0,66,1,6.0,362.0,595.0,,,126.0,https://www.sreality.cz/detail/prodej/byt/3+kk/melnik-melnik-rohelova/4257853516,Cihlová,8.0,3.0,Mělník,Mělník,Jiné,3.0,0.0,143106.0606060606
Liberecký kraj,50.727041,15.458575,9445000.0,59,1,5.0,174.0,,,,18.0,https://www.sreality.cz/detail/prodej/byt/2+kk/rokytnice-nad-jizerou-horni-rokytnice-/1936356172,Cihlová,8.0,1.0,Rokytnice nad Jizerou,Horní Rokytnice,Podlahové vytápění,2.0,0.0,160084.74576271186
Jihomoravský kraj,49.18264256,16.67152242,9445000.0,73,1,6.0,712.0,317.0,683.0,,43.0,https://www.sreality.cz/detail/prodej/byt/3+kk/brno-slatina-hviezdoslavova/3501305932,Smíšená,9.0,3.0,Brno,Slatina,,3.0,0.0,129383.56164383562
Liberecký kraj,50.77279138,15.06869496,9449000.0,110,1,1.0,727.0,498.0,867.0,,146.0,https://www.sreality.cz/detail/prodej/byt/3+1/liberec-liberec-i-stare-mesto-vitezna/49602636,Cihlová,3.0,2.0,Liberec,Liberec I-Staré Město,,3.0,1.0,85900.0
Olomoucký kraj,49.60774997,17.23385257,9450000.0,101,1,5.0,280.0,1122.0,1444.0,,263.0,https://www.sreality.cz/detail/prodej/byt/3+1/olomouc-repcin-/3177599820,Cihlová,5.0,2.0,Olomouc,Řepčín,Lokální plynové,3.0,1.0,93564.35643564357
Hlavní město Praha,50.085214,14.368954,9450000.0,54,1,4.0,173.0,2288.0,186.0,1478.0,199.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-brevnov-junacka/3025789004,Cihlová,5.0,1.0,Praha, Praha 6,,2.0,0.0,175000.0
Hlavní město Praha,50.14717066,14.5326708,9450000.0,63,1,6.0,369.0,1290.0,4200.0,2756.0,281.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-cakovice-rynska/1076813900,Cihlová,5.0,1.0,Praha, Praha 9,Ústřední dálkové,2.0,0.0,150000.0
Hlavní město Praha,50.02519885,14.423141,9450000.0,67,2,5.0,817.0,673.0,1304.0,2780.0,100.0,https://www.sreality.cz/detail/prodej/byt/2+1/praha-hodkovicky-udolni/2717376588,Panelová,5.0,11.0,Praha, Praha 4,,2.0,1.0,141044.776119403
Hlavní město Praha,50.106315,14.447066,9450000.0,54,1,6.0,151.0,1544.0,166.0,521.0,348.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-holesovice-osadni/2648825932,Cihlová,5.0,5.0,Praha, Praha 7,Ústřední dálkové,2.0,0.0,175000.0
Hlavní město Praha,50.05274437,14.34939653,9450000.0,74,1,1.0,241.0,762.0,1658.0,303.0,206.0,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-stodulky-nuslova/2771292236,Panelová,5.0,5.0,Praha, Praha 5,,3.0,0.0,127702.7027027027
Hlavní město Praha,50.00389906,14.46457381,9450000.0,58,1,7.0,197.0,1134.0,778.0,3560.0,41.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-pisnice-libusska/3489955916,Cihlová,7.0,2.0,Praha, Praha 4,,2.0,0.0,162931.0344827586
Hlavní město Praha,50.0793347,14.4831612,9450000.0,53,1,6.0,1187.0,1710.0,232.0,677.0,220.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-strasnice-ramonova/918126668,Cihlová,7.0,11.0,Praha, Praha 10,,2.0,0.0,178301.88679245283
Středočeský kraj,50.126278,14.113278,9450000.0,90,1,6.0,564.0,735.0,,,238.0,https://www.sreality.cz/detail/prodej/byt/4+kk/kladno-krocehlavy-wolkerova/1778225996,Smíšená,9.0,1.0,Kladno,Kročehlavy,,4.0,0.0,105000.0
Středočeský kraj,50.1554679,14.5745101,9450000.0,68,1,6.0,39.0,1122.0,,5359.0,66.0,https://www.sreality.cz/detail/prodej/byt/3+kk/prezletice-prezletice-liliova/2616775244,Cihlová,7.0,2.0,Přezletice, Praha-východ,,3.0,0.0,138970.58823529413
Středočeský kraj,50.05983205,14.24611279,9450000.0,61,1,5.0,89.0,2477.0,3750.0,3266.0,184.0,https://www.sreality.cz/detail/prodej/byt/3+kk/hostivice-hostivice-jecna/509464652,Cihlová,5.0,5.0,Hostivice, Praha-západ,Ústřední dálkové,3.0,0.0,154918.03278688525
Jihomoravský kraj,49.22765812,16.59881804,9450720.0,63,1,6.0,706.0,280.0,334.0,,149.0,https://www.sreality.cz/detail/prodej/byt/2+kk/brno-ponava-sportovni/3076571212,Cihlová,7.0,2.0,Brno,Ponava,,2.0,0.0,150011.42857142858
Hlavní město Praha,50.10634,14.54628,9454802.0,62,1,6.0,82.0,317.0,93.0,597.0,73.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-hloubetin-kardasovska/2756653900,Cihlová,7.0,3.0,Praha, Praha 9,,2.0,0.0,152496.8064516129
Jihomoravský kraj,49.10825103,16.37538998,9460000.0,85,1,1.0,666.0,923.0,,,496.0,https://www.sreality.cz/detail/prodej/byt/3+kk/ivancice-ivancice-orechova/689954892,Cihlová,7.0,1.0,Ivančice, Brno-venkov,Plynový kondenzační kotel,3.0,0.0,111294.11764705883
Hlavní město Praha,50.088738,14.459929,9460000.0,45,1,6.0,554.0,1617.0,621.0,797.0,78.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-hartigova/2507706444,Cihlová,5.0,4.0,Praha, Praha 3,Plynový kotel,2.0,0.0,210222.22222222222
Hlavní město Praha,50.067038,14.401919,9460000.0,53,1,1.0,616.0,605.0,369.0,177.0,191.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-smichov-kovaku/2423022412,Cihlová,4.0,1.0,Praha, Praha 5,Ústřední dálkové,2.0,0.0,178490.56603773584
Hlavní město Praha,50.01048497,14.44888107,9463306.0,47,1,7.0,480.0,1922.0,462.0,3582.0,405.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kamyk-smotlachova/1075826764,Smíšená,8.0,12.0,Praha, Praha 4,,2.0,0.0,201346.93617021278
Jihočeský kraj,48.974469,14.474342,9464000.0,81,1,7.0,113.0,97.0,,,70.0,https://www.sreality.cz/detail/prodej/byt/2+kk/ceske-budejovice-ceske-budejovice-/774103116,Smíšená,8.0,5.0,České Budějovice,České Budějovice,,2.0,0.0,116839.50617283951
Zlínský kraj,49.10043873,17.76473695,9470000.0,83,1,4.0,1786.0,,,,755.0,https://www.sreality.cz/detail/prodej/byt/2+1/luhacovice-luhacovice-solne/2810729292,Cihlová,3.0,3.0,Luhačovice, Zlín,Elektrokotel,2.0,1.0,114096.38554216867
Hlavní město Praha,50.08733579,14.48279398,9470000.0,63,1,6.0,1150.0,1343.0,556.0,1120.0,90.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-malesicka/425866060,Smíšená,7.0,5.0,Praha, Praha 3,,2.0,0.0,150317.46031746033
Jihomoravský kraj,49.27035629,16.53096378,9470000.0,70,1,5.0,60.0,3182.0,4244.0,,143.0,https://www.sreality.cz/detail/prodej/byt/2+kk/jinacovice-jinacovice-/624267340,Cihlová,7.0,1.0,Jinačovice, Brno-venkov,Tepelné čerpadlo,2.0,0.0,135285.7142857143
Hlavní město Praha,50.10600969,14.47919536,9475580.0,56,1,1.0,957.0,856.0,266.0,261.0,251.0,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-liben-kotlaska/2382356556,Cihlová,5.0,1.0,Praha, Praha 8,,3.0,0.0,169206.7857142857
Jihomoravský kraj,49.148401,16.57807,9480000.0,100,1,1.0,117.0,1645.0,1690.0,,133.0,https://www.sreality.cz/detail/prodej/byt/3+kk/moravany-moravany-kvetna/299201356,Cihlová,4.0,2.0,Moravany, Brno-venkov,Podlahové vytápění,3.0,0.0,94800.0
Hlavní město Praha,50.01041344,14.4254443,9480000.0,85,1,6.0,246.0,584.0,513.0,4050.0,464.0,https://www.sreality.cz/detail/prodej/byt/4+1/praha-modrany-rakovskeho/2585317452,Panelová,5.0,4.0,Praha, Praha 4,,4.0,1.0,111529.41176470589
Hlavní město Praha,50.01336899,14.5873338,9480000.0,67,1,1.0,1903.0,1246.0,5680.0,4661.0,447.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-pitkovice-losakova/2745725772,Cihlová,5.0,3.0,Praha, Praha 10,,2.0,0.0,141492.53731343284
Hlavní město Praha,50.0149784,14.4371294,9480000.0,50,1,7.0,272.0,1343.0,976.0,3290.0,128.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kamyk-vosatkova/3071001420,Skeletová,9.0,4.0,Praha, Praha 4,,2.0,0.0,189600.0
Královéhradecký kraj,50.68306775,15.8480605,9480000.0,48,1,7.0,3135.0,,,,2550.0,https://www.sreality.cz/detail/prodej/byt/2+kk/horni-marsov-dolni-alberice-/2750706508,Smíšená,4.0,2.0,Horní Maršov,Dolní Albeřice,,2.0,0.0,197500.0
Hlavní město Praha,50.12164197,14.49998712,9482145.0,75,1,5.0,143.0,1267.0,1140.0,273.0,284.0,https://www.sreality.cz/detail/prodej/byt/3+1/praha-prosek-jablonecka/3048386636,Panelová,5.0,10.0,Praha, Praha 9,,3.0,1.0,126428.6
Zlínský kraj,49.321198,18.155314,9483000.0,119,1,7.0,76.0,,,,123.0,https://www.sreality.cz/detail/prodej/byt/4+kk/halenkov-halenkov-/2961589068,Cihlová,8.0,3.0,Halenkov, Vsetín,Tepelné čerpadlo,4.0,0.0,79689.0756302521
Hlavní město Praha,50.08744504,14.46931067,9484000.0,47,1,1.0,447.0,1915.0,25.0,752.0,216.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-jana-zelivskeho/1748926540,Cihlová,3.0,5.0,Praha, Praha 3,,2.0,0.0,201787.2340425532
Hlavní město Praha,50.07539161,14.44941527,9485000.0,58,1,2.0,744.0,1465.0,137.0,226.0,164.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vinohrady-korunni/689082444,Cihlová,5.0,3.0,Praha, Praha 3,WAW,2.0,0.0,163534.4827586207
Hlavní město Praha,50.07786853,14.30182261,9485101.0,55,1,7.0,815.0,1499.0,1205.0,2764.0,97.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-ruzyne-na-jivinach/3914883660,Montovaná,7.0,1.0,Praha, Praha 6,Tepelné čerpadlo,2.0,0.0,172456.3818181818
Jihomoravský kraj,49.2117799,16.62163893,9486000.0,74,1,6.0,510.0,598.0,215.0,,279.0,https://www.sreality.cz/detail/prodej/byt/3+kk/brno-brno-sever-/1338593868,Cihlová,7.0,2.0,Brno,Brno-sever,,3.0,0.0,128189.18918918919
Středočeský kraj,49.967673,14.50982,9488000.0,72,1,5.0,234.0,1910.0,5816.0,,248.0,https://www.sreality.cz/detail/prodej/byt/3+1/jesenice-jesenice-v-laznich/818262092,Panelová,5.0,1.0,Jesenice, Praha-západ,Ústřední dálkové,3.0,1.0,131777.77777777778
Hlavní město Praha,50.13355556,14.43832988,9488355.0,51,1,6.0,585.0,1120.0,1089.0,1423.0,303.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-bohnice-pekarova/921821260,Cihlová,8.0,1.0,Praha, Praha 8,,2.0,0.0,186046.17647058822
